"I have read, understood and signed the informed consent form handed out during the lecture and I consent to taking part in this study.",How many years of programming experience do you have?,How many programming languages do you use for hobby projects?,How do you judge your programming skills? ,How would you judge yourself as a programmer?,Have you every written code that has been used outside of the university context? ,Have you ever worked in a programming team with three or more members outside of university?,How many open source projects have you contributed to?,Have you ever been paid for programming work?,Have you every contributed more than 1000 LoC (Lines of Code) to a project?,Do you currently have a job in which you are being paid to program? ,Have you ever used processes such as SCRUM or pair programming?,Have you ever used Test Driven Development (TDD)?,How many lectures have you successfully completed in which programming was part of the curriculum? ,Please rate your agreement with the following statement: I really enjoy programming! ,Please rate your agreement with the following statement: I add comments to all of my code!,Which programming languages are you proficient in?  C,Which programming languages are you proficient in?  C,Which programming languages are you proficient in?  C++,Which programming languages are you proficient in?  Python,Which programming languages are you proficient in?  Ruby,Which programming languages are you proficient in?  Go,Which programming languages are you proficient in?  Pascal,Which programming languages are you proficient in?  Basic,Which programming languages are you proficient in?  Rust,Which programming languages are you proficient in?  Perl,Which programming languages are you proficient in?  PHP,Which programming languages are you proficient in?  JavaScript,Which programming languages are you proficient in?  R,Which programming languages are you proficient in?  Other (please specify),"Compared to your fellow students in this class, how many comments do you add to your code. ","Compared to your fellow students in this class, how would you judge your programming skills? ","Compared to professional programmers, how would you judge your programming skills? ",How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Linux,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Linux,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Mac OS,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  BSD,How proficient are you with the following operating systems? Please rate on a scale of 1 (not at all) to 7 (excellent).  Anderes,Please rate your agreement with the following statements. I find programming easy,Please rate your agreement with the following statements. I find programming easy,Please rate your agreement with the following statements. I often ask for help when programming,Please rate your agreement with the following statements. I only program if I have to,Please rate your agreement with the following statements. I often help other when I program,Please rate your agreement with the following statements. I often have to try for a long time to solve a programming problem,Please rate your agreement with the following statements. I often have problems programming,Please rate your agreement with the following statements. I often find programming frustrating,Please rate your agreement with the following statements. I sometimes find programming frustrating,How long does it take you to learn a new programming language?,How old were you when you programmed for the first time?,Where did you start learning to program? Other (please specify),Where did you start learning to program? Other (please specify),Where did you learn most of your programming skills? Other (please specify),Where did you learn most of your programming skills? Other (please specify),How many hours per week do you spend programming?,What does the abbreviation CPU stand for? This is an attention check question. Please select Central Processing Unifier as your answer to show that you have read the question carefully. ,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). C,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). C,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). C++,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Python,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Ruby,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Go,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Pascal,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Basic,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Rust,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). Perl,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). PHP,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). JavaScript,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). R,Please rate how proficient you are in the following programming languages on a scale of 1 (not at all) to 7 (expert). [Insert text from Other],Which programming languages are you planing to learn? C,Which programming languages are you planing to learn? C,Which programming languages are you planing to learn? C++,Which programming languages are you planing to learn? Python,Which programming languages are you planing to learn? Ruby,Which programming languages are you planing to learn? Go,Which programming languages are you planing to learn? Pascal,Which programming languages are you planing to learn? Basic,Which programming languages are you planing to learn? Rust,Which programming languages are you planing to learn? Perl,Which programming languages are you planing to learn? PHP,Which programming languages are you planing to learn? JavaScript,Which programming languages are you planing to learn? R,Which programming languages are you planing to learn? [Insert text from Other],Which programming languages are you planing to learn? Other (please specify),How many security lectures have you completed? ,Please rate how much you like the following movie genres Fantasy,Please rate how much you like the following movie genres Fantasy,Please rate how much you like the following movie genres Crime,Please rate how much you like the following movie genres Thriller,Please rate how much you like the following movie genres Romance,Please rate how much you like the following movie genres Comedy,Please rate how much you like the following movie genres Animated,How many hours per week do you exercise ? ,How many hours per week do you spend in front of your computer?
I consent,3,1,Good,Intermediate,Yes,Yes,2,Yes,Yes,No,No,No,10,6,Agree,,,,,,,,,,,,,,,About the same,Better,A bit lower,2,2,7 Excellent,1 Not at all,,Neutral,Neutral,Neutral,Completely disagree,Neutral,Mostly disagree,Neutral,Mostly disagree,Mostly disagree,A few weeks,19,,,,,20,Central Processing Unifier,,,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,1,Like,Like,Like,Like,Like,Like,Like,10,85
I consent,12,6,Good,Intermediate,Yes,Yes,0,Yes,Yes,Yes,No,Yes,8,6,Agree Strongly,,,C++,Python,,,,,,,,,,,About the same,About the same,Lower,5,5,5,1 Not at all,,Slightly disagree,Slightly disagree,Slightly agree,Mostly disagree,Slightly agree,Slightly disagree,Slightly disagree,Mostly disagree,Slightly disagree,A few weeks,12,,,,,15,Central Processing Unifier,,,5,4,,,,,,,,,,,,,,,,Go,,,,,,,,,C#,1,Like strongly,Like strongly,Like,Like,Dislike strongly,Like,Like,5,50
I consent,4,0,Bad,Intermediate,No,No,0,No,No,No,No,No,7,3,Disagree Strongly,C,C,,,,,,,,,,,,,Less,Much lower,Much lower,1 Not at all,1 Not at all,1 Not at all,1 Not at all,,Mostly disagree,Mostly disagree,Mostly agree,Mostly agree,Mostly disagree,Mostly agree,Mostly agree,Mostly agree,Mostly agree,A few months,16,,,,,1,Central Processing Unifier,3,3,,,,,,,,,,,,,,,,Python,,,,,,,,,,,,0,Neutral,Neutral,Like,Like strongly,Like strongly,Like strongly,Like very strongly,4,16
I consent,6,3,Good,Intermediate,No,No,5,No,No,No,No,No,7,6,Neither Agree or Disagree,C,C,C++,Python,,,,,,,,,R,Matlab,A bit less,About the same,A bit lower,2,2,2,1 Not at all,,Slightly disagree,Slightly disagree,Completely disagree,Neutral,Neutral,Neutral,Slightly agree,Completely disagree,Completely disagree,A few months,18,,,,,15,Central Processing Unifier,7 Excellent,7 Excellent,6,5,,,,,,,,,5,7 Excellent,,,,,Ruby,,,,,,PHP,JavaScript,,,,2,Neutral,Neutral,Neutral,Neutral,Like very strongly,Like very strongly,Like very strongly,4,42
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,3,2,Good,Intermediate,Yes,Yes,0,Yes,Yes,Yes,Yes,Yes,2,6,Agree,,,,Python,,,,,,,,,,,About the same,A bit better,A bit lower,6,6,4,1 Not at all,,Slightly disagree,Slightly disagree,Mostly disagree,Slightly disagree,Mostly agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,A few months,18,,,,,22,Central Processing Unifier,,,,6,,,,,,,,,,,,,C++,,,Go,,,Rust,,,,,,,2,Like strongly,Like strongly,Dislike strongly,Like,Like,Like,Like very strongly,3,25
I consent,6,5,Good,Intermediate,Yes,Yes,2,Yes,Yes,No,Yes,Yes,10,6,Agree Strongly,C,C,C++,,,,,,,,,JavaScript,,"C# .Net, Angular Js, HTML, CSS3",More,A bit better,A bit lower,2,2,6,1 Not at all,,Slightly agree,Slightly agree,Slightly disagree,Mostly disagree,Slightly agree,Slightly disagree,Slightly disagree,Mostly disagree,Mostly disagree,A few weeks,16,,,,,30,Central Processing Unit,3,3,4,,,,,,,,,6,,6,,,,Python,Ruby,,,,,,PHP,,R,,,1,Like strongly,Like strongly,Neutral,Like very strongly,Like strongly,Like very strongly,Dislike,6,40
I consent,5,3,Good,Intermediate,Yes,Yes,1,Yes,Yes,No,Yes,Yes,10,5,Agree,C,C,,Python,,,,,,,,,,,A bit less,About the same,Lower,4,4,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Mostly agree,Slightly agree,Neutral,Neutral,Slightly agree,A few weeks,17,,,,,12,Central Processing Unifier,4,4,,4,,,,,,,,,,,,,,,,,,,,,,,R,,,1,Neutral,Neutral,Like strongly,Like strongly,Like strongly,Like strongly,Like,6,60
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,4,2,Bad,Beginner,No,Yes,0,No,Yes,No,No,No,2,4,Disagree,,,,Python,,,,,,,,,,,Less,Lower,Much lower,5,5,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Neutral,Neutral,Mostly agree,Mostly agree,Slightly agree,Slightly agree,Slightly agree,A few months,20,,,,,14,Central Processing Unifier,,,,4,,,,,,,,,,,,,,,,,,,,,,JavaScript,,,,1,Neutral,Neutral,Like,Like very strongly,Neutral,Like strongly,Like strongly,0,30
I do not consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,12,3,Good,Intermediate,Yes,No,2,No,Yes,No,No,No,6,6,Agree,C,C,,Python,,,,,,,PHP,JavaScript,R,,About the same,About the same,A bit lower,5,5,1 Not at all,1 Not at all,,Mostly agree,Mostly agree,Completely disagree,Completely disagree,Neutral,Mostly disagree,Mostly disagree,Completely disagree,Completely disagree,A few weeks,15,,,,,10,Central Processing Unifier,3,3,,4,,,,,,,6,4,2,,,,C++,,Ruby,Go,,,,,,,,,,3,Like very strongly,Like very strongly,Like strongly,Like very strongly,Dislike strongly,Like strongly,Neutral,5,15
I consent,19,5,Very good,Expert,Yes,Yes,3,Yes,Yes,Yes,No,No,6,7,Agree Strongly,C,C,C++,Python,,,,,Rust,,PHP,JavaScript,,,A bit more,Better,A bit better,7 Excellent,7 Excellent,3,1 Not at all,,Mostly agree,Mostly agree,Mostly disagree,Completely disagree,Mostly agree,Mostly disagree,Mostly disagree,Mostly disagree,Slightly agree,A few days,9,,,,,35,Central Processing Unifier,7 Excellent,7 Excellent,7 Excellent,7 Excellent,,,,,2,,7 Excellent,6,,,,,,,,,,,,,,,,,,1,Like strongly,Like strongly,Like,Like,Dislike strongly,Like,Like,5,40
I consent,11,4,Good,Expert,Yes,Yes,0,Yes,Yes,Yes,No,No,5,5,Disagree Strongly,C,C,,Python,,,,,,,,,,"C#, Shellscripts",Less,Better,About the same,5,5,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Mostly disagree,Mostly disagree,Mostly agree,Mostly disagree,Slightly disagree,Completely disagree,Completely disagree,A few days,15,,,,,40,Central Processing Unifier,6,6,,3,,,,,,,,,,4,,,C++,,,,,,,,PHP,JavaScript,R,,,2,Neutral,Neutral,Neutral,Like,Dislike,Dislike,Dislike strongly,2,10
I consent,7,2,Bad,Beginner,Yes,Yes,0,Yes,Yes,No,No,No,10,3,Agree Strongly,,,,Python,,,,,,,,,,,A bit more,Lower,Much lower,2,2,5,1 Not at all,,Slightly disagree,Slightly disagree,Mostly agree,Mostly agree,Mostly disagree,Slightly agree,Mostly agree,Slightly agree,Mostly agree,A few weeks,14,,,,,6,Central Processing Unit,,,,2,,,,,,,,,,,,,C++,,,,,,,,PHP,JavaScript,,,,2,Like,Like,Like,Like,Dislike,Dislike,Dislike,5,20
I consent,10,2,Average,Intermediate,Yes,No,0,Yes,Yes,No,No,No,5,4,Agree,C,C,,Python,,,,Basic,,,PHP,JavaScript,,,A bit more,A bit better,Lower,6,6,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Mostly disagree,Neutral,Slightly agree,Slightly disagree,Mostly disagree,Slightly disagree,Neutral,A few weeks,13,,,,,2,Central Processing Unifier,3,3,,5,,,,2,,,4,4,,,,,,,,,,,,,,,,,,4,Like very strongly,Like very strongly,Like,Dislike,Neutral,Neutral,Like strongly,15,35
I consent,4,2,Average,Intermediate,Yes,Yes,0,Yes,No,No,Yes,Yes,5,3,Neither Agree or Disagree,,,C++,,,,,,,,,,,,About the same,About the same,Lower,6,6,3,1 Not at all,,Slightly disagree,Slightly disagree,Slightly agree,Completely agree,Neutral,Neutral,Slightly agree,Mostly agree,Mostly agree,A few months,19,,,,,1,Central Processing Unifier,,,3,,,,,,,,,,,,,,,Python,,,,,,,,,,,,2,Like very strongly,Like very strongly,Dislike very strongly,Dislike very strongly,Like very strongly,Like very strongly,Like strongly,4,30
I consent,4,2,Average,Intermediate,Yes,Yes,1,Yes,Yes,Yes,Yes,No,5,3,Neither Agree or Disagree,,,C++,,,,,,,,,JavaScript,,,A bit less,About the same,A bit lower,4,4,3,1 Not at all,,Slightly disagree,Slightly disagree,Slightly agree,Mostly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,A few months,19,,,,,3,Central Processing Unifier,,,3,,,,,,,,,3,,,,,,Python,,,,,,,,,,,,1,Like,Like,Dislike very strongly,Dislike very strongly,Neutral,Like strongly,Like strongly,10,40
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,4,2,Average,Intermediate,Yes,No,0,No,Yes,No,No,No,5,5,Agree Strongly,C,C,C++,Python,,,,,,,,,,,About the same,About the same,Lower,3,3,1 Not at all,1 Not at all,,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly agree,Mostly disagree,Mostly disagree,Slightly agree,A few days,15,,,,,8,Central Processing Unifier,5,5,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,2,Like,Like,Like,Like,Neutral,Like,Like,12,28
I consent,7,5,Good,Intermediate,Yes,Yes,0,Yes,Yes,No,Yes,Yes,20,6,Agree,C,C,C++,,,,,,,,,,,"C#, Scala",About the same,About the same,About the same,6,6,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Mostly disagree,Mostly disagree,Mostly disagree,Neutral,More than a year,18,,,,,1,Central Processing Unit,5,5,6,,,,,,,,,,,5,,,,Python,,Go,,,,,,,R,,,3,Like strongly,Like strongly,Like strongly,Like very strongly,Dislike strongly,Like strongly,Like very strongly,1,80
I consent,8,2,Average,Intermediate,Yes,Yes,1,Yes,Yes,Yes,Yes,Yes,5,4,Disagree,,,,Python,,,,,,,,,,,About the same,About the same,A bit lower,5,5,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Neutral,Neutral,Mostly agree,Neutral,Neutral,Neutral,Neutral,A few days,18,,,,,20,Central Processing Unifier,,,,4,,,,,,,,,,,,,,,,Go,,,,,,,,,Scala,2,Like strongly,Like strongly,Like strongly,Neutral,Neutral,Like strongly,Like strongly,6,36
I consent,4,3,Average,Intermediate,Yes,Yes,5,Yes,Yes,Yes,Yes,Yes,10,5,Agree Strongly,,,C++,Python,,,,Basic,,,,JavaScript,,"C#, ASP.Net.  ** And of course PHP is not a programming language",About the same,A bit better,A bit better,2,2,2,1 Not at all,,Neutral,Neutral,Neutral,Completely agree,Mostly agree,Completely agree,Mostly agree,Slightly agree,Mostly agree,A few weeks,20,,,,,20,Central Processing Unifier,,,2,2,,,,4,,,,4,,6,,,,,,,,,,,,,R,,Python,2,Neutral,Neutral,Dislike very strongly,Dislike very strongly,Neutral,Like very strongly,Like very strongly,10,80
I consent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I consent,8,3,Average,Beginner,Yes,No,0,Yes,Yes,Yes,No,No,5,5,Disagree,,,,,,,,,,,,JavaScript,,,About the same,About the same,Lower,3,3,1 Not at all,1 Not at all,,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,A few weeks,18,,,,,15,Central Processing Unifier,,,,,,,,,,,,6,,,,,,Python,Ruby,,,,,,,,,,,2,Like very strongly,Like very strongly,Neutral,Dislike very strongly,Dislike very strongly,Like,Like,12,55
I consent,6,1,Terrible,Beginner,Yes,Yes,0,Yes,No,No,No,No,20,1,Disagree Very Strongly,C,C,C++,Python,,,Pascal,,,,,,,,Far less,Much lower,Much lower,2,2,1 Not at all,1 Not at all,,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,Completely disagree,More than a year,18,,,,,0,Central Processing Unit,2,2,2,2,,,2,,,,,,,,,,,,,,,,,,,,,,,,Dislike very strongly,Dislike very strongly,Dislike very strongly,Dislike very strongly,Dislike very strongly,Dislike very strongly,Dislike very strongly,0,100
I consent,8,3,Average,Beginner,Yes,Yes,0,Yes,Yes,No,No,No,2,5,Agree,C,C,C++,,,,,Basic,,,,,,,About the same,A bit lower,Lower,3,3,5,1 Not at all,,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Slightly disagree,Slightly disagree,A few weeks,17,,,,,10,Central Processing Unifier,6,6,6,,,,,5,,,,,,,,,,Python,,,,,,,,JavaScript,R,,,1,Like,Like,Like,Like,Like,Like,Like,5,30
I consent,30,2,Good,Expert,Yes,Yes,2,Yes,Yes,No,No,Yes,7,6,Disagree Strongly,,,,Python,,,Pascal,Basic,,,,,R,,About the same,About the same,Lower,4,4,7 Excellent,2,,Mostly agree,Mostly agree,Mostly disagree,Completely disagree,Slightly agree,Mostly disagree,Slightly agree,Slightly disagree,Mostly agree,A few weeks,10,,,,,1,Central Processing Unifier,,,,3,,,2,2,,,,,5,,,,,,,Go,,,Rust,,,,,,,0,Like strongly,Like strongly,Dislike,Dislike strongly,Neutral,Like,Like,4,50
I consent,7,2,Average,Intermediate,Yes,No,0,Yes,Yes,Yes,No,No,6,5,Agree,C,C,C++,Python,,,,,,,,,,VHDL,About the same,A bit lower,Lower,4,4,1 Not at all,1 Not at all,,Slightly agree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Mostly disagree,Slightly agree,A few months,15,,,,,3,Central Processing Unifier,4,4,3,4,,,,,,,,,,7 Excellent,,,,,,,,,,,,,,,,0,Like,Like,Like,Like,Dislike strongly,Neutral,Neutral,2,14
